term_id,PC0,PC1,PC2,term_str
1.0,0.04464336319004643,0.004325284369663185,0.0,0
6.0,-0.0013344993189015053,-0.0016469692212786324,-1.104964818004772e-05,02
18.0,-0.0025459962027035016,-0.005474100323308528,2.4194718450777253e-05,10000
23.0,0.0008671354932111621,0.002248291463999891,-7.681766429880361e-05,101
30.0,0.006299979438210449,0.0028865994808902717,-3.905138311450026e-05,102
37.0,0.0009535519154220556,0.0033455879186952697,4.357558869217172e-06,103
40.0,0.0022557407907898975,0.0023556885732181738,2.5974517174840143e-05,104
41.0,-0.0009882447568628522,0.0016965841763485884,-6.868688981559356e-05,1040
42.0,0.0033660307746324544,0.004186540877183579,-0.0001413461299398833,105
45.0,0.000867135493211162,0.0022482914639998914,0.00010885168960962372,107
46.0,0.003401191597737268,0.0028805248424709513,-2.2772236600357726e-06,108
47.0,0.0013182836513691487,0.0027194291786435242,-0.00012352442253758315,109
50.0,0.0037624417330200497,0.00029099368008544046,1.174833316506925e-05,10lbs
51.0,-0.0017301163085983978,-0.005629121348717057,-0.00023503109227875207,10s
52.0,0.0019613307010524234,0.0003698152438446708,9.51949635387956e-06,10th
54.0,0.00025924926663268563,0.003291889364086122,0.00015976707419027245,110
58.0,0.005032951385947399,0.002570482791654736,-7.149556069403705e-05,111
60.0,0.001196706406053448,0.002928148758660766,-5.119442807892458e-05,112
61.0,0.0004159873350531794,0.0017771537493562535,-0.00013199419752662236,113
62.0,0.00041598733505317947,0.0017771537493562535,-7.982964058647866e-05,114
66.0,0.001561438142000533,0.0023019900186090295,0.00014636072482442832,116
67.0,0.0009887127385268613,0.00203957188398265,0.00032466134265256644,117
69.0,0.00017283284442178764,0.0021945929093907515,-0.009781536014806929,119
73.0,0.001561438142000533,0.002301990018609029,-0.008749535984813248,120
76.0,0.0009887127385268613,0.00203957188398265,0.01168747533531589,121
81.0,0.0037659233336843506,0.0022543661024192123,-0.011572769827720089,124
83.0,0.0031931979302106703,0.0019919479677928203,-0.0035606338363317514,125
84.0,0.0005024037572640812,0.0028744502040516317,0.005828716060546695,126
85.0,0.0033147751755263663,0.0017832283877755764,0.02771641901568101,127
89.0,0.001439860896684841,0.0025107095986262803,-0.004135516558948136,128
91.0,0.002742049772052697,0.0015208102531491874,0.016922391383662274,129
93.0,0.013168546065570186,0.001018477880299044,-0.019771975447942406,12d
94.0,0.0037624417330200492,0.00029099368008544035,0.01372185625455527,12lbs
95.0,0.022574650398120285,0.0017459620805126452,-0.0007341766089329229,12mo
96.0,-0.00027546493416573636,-0.0022194294067213356,-0.003361514390970796,12s
101.0,-0.0026275962160034797,-0.006159065877911642,-0.017141074878314292,13000
102.0,0.001110289983842554,0.0018308523039654017,-0.0018372690513370645,131
103.0,0.0014750217197896387,0.0012046935639136566,-0.004142276712206678,132
104.0,0.004130655069631438,0.00162820736236747,-0.015487954400807526,133
108.0,0.0033147751755263663,0.001783228387775577,0.023150953122618667,135
111.0,0.0038010841567891434,0.0009483500677065861,-0.037209689074135584,137
112.0,0.0014750217197896385,0.0012046935639136566,-0.007535404903518929,138
124.0,0.0028636270173683868,0.0013120906731319394,-0.0038500294877858057,141
125.0,0.00310678150799977,0.0008946515130974474,0.013934881065599904,142
126.0,0.0010238735616316596,0.0007335558492700234,0.0002848969726285444,143
128.0,0.002863627017368387,0.0013120906731319396,-0.030585196811737558,144
131.0,0.013035012258577568,0.002535008152303551,-0.01352647874593341,145
135.0,0.004616964050894201,0.0007933290422984808,0.0028171228047350174,147
143.0,0.0025340561045261007,0.0006322333784710597,0.018553888923723467,149
146.0,-0.00262759621600348,-0.006159065877911643,-0.006464980210702773,14s
150.0,-0.00015673806842049666,0.001514735614729871,-0.000976964705083936,1500
152.0,-0.0009882447568628524,0.0016965841763485884,0.0034274535696010213,1500000
154.0,0.0025340561045261,0.0006322333784710597,-0.007295829824548631,151
156.0,0.0037624417330200497,0.0002909936800854405,-0.011004391391780858,1512
159.0,8.641642221089382e-05,0.0010972964546953757,-0.0074810639363182135,152
162.0,0.003349935998631162,0.00047721235306295135,0.0037478216034633996,153
166.0,0.002863627017368387,0.0013120906731319396,-0.00044495540442529997,155
169.0,-3.516082310480094e-05,0.0013060160347126242,0.0203184120928229,156
171.0,0.0007807190710002664,0.0011509950093045143,0.010112842183919888,157
174.0,0.0026556333498417924,0.0004235137984538121,0.010336469676687922,158
176.0,0.0017181762104210303,0.0007872544038791629,0.0020039271447211803,159
192.0,0.001839753455736728,0.0005785348238619172,-0.010434325271058498,162
193.0,-0.0009882447568628522,0.0016965841763485882,0.015970776412219327,1620
195.0,0.0017181762104210299,0.0007872544038791628,0.008542981860843011,163
201.0,0.008088477294841079,0.001061821815344185,-0.025890722546302217,164
212.0,0.005643662599530071,0.00043649052012816123,-0.007412920827343999,1664
213.0,0.0037624417330200497,0.0002909936800854405,-0.002835056990823676,1665
214.0,0.007524883466040101,0.0005819873601708812,-0.02892627851100697,1669
222.0,0.00940610433255017,0.0007274842002136098,-0.013344234254158252,1682
231.0,0.005643662599530071,0.00043649052012816145,0.02671856388187715,16mo
233.0,0.0037624417330200492,0.0002909936800854404,-0.018138778376092828,16th
235.0,0.0061271465937886484,0.0006920065714995159,-0.02076012039427733,170
238.0,0.003922661402104848,0.0007396304876893417,-0.00800445138009206,171
239.0,0.005643662599530071,0.00043649052012816134,-0.031077968338569587,1710
241.0,0.00310678150799977,0.0008946515130974473,-0.006915172643556399,172
245.0,0.007966900049525393,0.0012705413953614365,-0.022941037554817315,173
248.0,0.004738541296209915,0.0005846094622812372,-0.021263708934377405,174
251.0,0.00404423864742054,0.0005309109076720926,-0.0006393148687137727,175
258.0,0.007515751891367421,0.0007994036807178059,0.01856593574082567,176
264.0,0.005643662599530072,0.00043649052012816134,-0.0032382074377052686,1772
266.0,0.007524883466040099,0.0005819873601708809,-8.74294912946703e-05,1776
267.0,0.005311266699683585,0.0008470275969076242,0.018574242032159086,178
268.0,-0.00027546493416573636,-0.0022194294067213356,0.009573527042816643,1780
275.0,0.0037624417330200505,0.0002909936800854406,-0.0018802437058901263,1792
277.0,0.005643662599530072,0.0004364905201281614,0.027546808263019574,1797
282.0,-0.0009882447568628524,0.0016965841763485886,-0.014121501150470273,1800
288.0,0.011287325199060146,0.0008729810402563229,0.005042304050415349,1808
289.0,0.005643662599530072,0.0004364905201281614,0.003523231670002979,1809
290.0,0.005432843944999279,0.000638308016890376,-0.008979533288481337,181
293.0,0.005643662599530072,0.0004364905201281614,0.0052554029590992065,1813
294.0,0.0037624417330200492,0.00029099368008544046,-0.010227654605109637,1814
295.0,0.005643662599530072,0.0004364905201281614,-0.01302509317391599,1816
296.0,0.0037624417330200497,0.00029099368008544057,-0.01963484541201297,1817
298.0,0.011287325199060144,0.0008729810402563228,0.002785463238859883,1819
299.0,0.0033499359986311635,0.00047721235306295124,0.010664281258420491,182
300.0,0.0040442386474205385,0.0005309109076720925,-0.005336681139481961,1820
301.0,0.009406104332550168,0.0007274842002136096,0.017254931611521827,1821
306.0,0.00600556934847297,0.0009007261515167592,0.004536201771598404,183
311.0,-0.0026275962160034797,-0.006159065877911642,-0.006787566213239093,1848
312.0,0.005068112209052201,0.0012644667569421193,0.0025087108574661974,185
325.0,-0.003515763785658579,-0.007747228284639453,-0.0007030511179874407,1880
330.0,-0.0026275962160034793,-0.006159065877911643,-0.004438759098105212,1885
331.0,-0.0052551924320069585,-0.012318131755823285,0.006948773538737795,1886
332.0,-0.003941394324005217,-0.00923859881686748,0.0032074171388207177,1887
333.0,-0.0026275962160034793,-0.006159065877911643,0.010181468630377891,1888
334.0,0.00588399210315725,0.0011094457315340132,0.02712085871478219,189
335.0,-0.0044855313686136804,-0.010020356245969898,-0.004182513070060745,1890
336.0,-0.00262759621600348,-0.006159065877911643,-0.013074585066317276,1891
337.0,-0.001576228619748359,-0.003200972361978471,-0.00757762691844016,1892
339.0,0.00940610433255017,0.0007274842002136102,0.014396539332918352,18mo
343.0,0.0015980241548905648,-0.000975468316837817,-0.0033622914416447836,191
346.0,-0.0009882447568628524,0.0016965841763485886,0.0018486284630496541,1917
348.0,0.002742049772052697,0.0015208102531491874,0.0038729807401549814,192
352.0,0.00437380956026283,0.001210768202332976,0.03436154019371052,193
354.0,0.004738541296209914,0.0005846094622812371,0.015491491260547172,194
363.0,0.0046169640508942015,0.0007933290422984806,-0.003275411936400864,198
364.0,-0.0026275962160034797,-0.006159065877911642,0.008378259000669418,199
368.0,-0.002281046176929852,-0.010067980162159743,0.013305217715676774,1s
369.0,0.003349935998631162,0.00047721235306295135,0.015670738629500518,1st
370.0,-0.011824182972015623,-0.027715796450602456,0.003139877697051527,1¼
371.0,-0.008364601700434146,-0.019112868091291847,0.001396209313033646,1½
372.0,-0.006568990540008691,-0.015397664694779151,-0.015526365712652389,1½lb
384.0,0.013764475730471754,0.0012826906722000662,0.011448670618872616,204
385.0,-0.0026275962160034793,-0.006159065877911641,0.026214431474570046,2040
386.0,0.005432843944999278,0.000638308016890376,-0.013988342318892304,205
392.0,0.0037624417330200497,0.0002909936800854405,-0.01570913115694951,207
401.0,0.00017283284442178764,0.0021945929093907515,0.00839723172453439,210
407.0,0.001839753455736728,0.0005785348238619172,-0.0163249829875812,213
409.0,0.004044238647420539,0.0005309109076720925,-0.0019236930984864085,214
412.0,-3.5160823104800954e-05,0.0013060160347126244,-0.012389942282163821,215
413.0,0.003922661402104847,0.0007396304876893414,0.004636877718763401,216
417.0,0.010987265135314254,0.0010678964537635131,0.0013922416771675083,218
420.0,0.011287325199060144,0.0008729810402563229,0.005284295895280628,219
422.0,0.002169324368579017,0.0012583921185227978,0.009011101637073868,220
423.0,0.007524883466040101,0.0005819873601708814,-0.02734443955151431,221
425.0,0.0011131403634130075,-0.002112032297503057,0.0003709543027641937,222
427.0,0.004044238647420539,0.0005309109076720925,0.018901423783151787,223
428.0,0.004044238647420539,0.0005309109076720926,-0.04017370706678867,224
430.0,0.0024124788592104116,0.0008409529584883072,-0.006930814970159139,225
434.0,0.009406104332550168,0.0007274842002136099,0.009373396806899914,228
436.0,0.010987265135314256,0.0010678964537635133,-0.0005133060089449589,229
438.0,-0.0010927700180560322,-9.296608057900739e-05,-0.004621285505007031,230
441.0,0.0007807190710002665,0.0011509950093045146,-0.014857533816247177,234
446.0,0.0049113741406317125,0.0027792023716719846,0.0022904352539816985,238
447.0,0.011287325199060142,0.0008729810402563228,0.0016144713578158266,239
449.0,0.007567007490473507,0.003202716170125801,-0.014005617055215094,240
450.0,-0.0013176596758171291,0.002262112235131455,-0.0019654192882824664,2400
451.0,0.015049766932080199,0.0011639747203417623,-0.0039876702163481135,241
453.0,0.007515751891367419,0.0007994036807178059,0.037018070457385754,244
455.0,0.0037624417330200497,0.0002909936800854405,-0.007753049330635282,245
456.0,0.0010238735616316594,0.0007335558492700233,0.009314146148593628,246
457.0,0.018812208665100336,0.0014549684004272199,-0.0010362479094878814,247
458.0,0.0009022963163159611,0.0009422754292872702,0.0017184754216105513,248
465.0,0.0026556333498417924,0.0004235137984538121,0.006344814528980332,251
467.0,0.022547255674102165,0.002398211042153386,-0.010164384689202591,252
469.0,0.010292962486524915,0.0010141978991543704,0.00993187252481269,255
470.0,0.009233928101788403,0.0015866580845969617,-0.00418632878118349,256
471.0,0.004738541296209914,0.000584609462281237,-0.01136383255207469,257
474.0,0.00940610433255017,0.0007274842002136103,0.014086454430931067,259
477.0,0.0034363524208420606,0.001574508807758326,-0.012465735977150175,260
481.0,0.007524883466040101,0.0005819873601708812,0.030035170546323774,263
482.0,0.004738541296209914,0.0005846094622812371,-0.009115099412217553,264
483.0,0.0031067815079997697,0.0008946515130974474,0.0037778887841691433,265
485.0,0.005643662599530072,0.00043649052012816134,0.013436015912238428,266
486.0,0.016930987798590265,0.0013094715603844905,0.0022295694897307614,267
487.0,0.0037624417330200497,0.0002909936800854406,0.013849029580676854,268
488.0,0.005643662599530072,0.00043649052012816134,0.015437294647418463,269
491.0,0.002534056104526101,0.0006322333784710597,0.011123889528621846,270
493.0,0.005643662599530072,0.00043649052012816134,0.0424543051488891,272
494.0,0.0037624417330200505,0.0002909936800854407,-0.029109319385594065,273
495.0,0.004044238647420539,0.0005309109076720926,-0.012901777462449988,274
496.0,0.004044238647420539,0.0005309109076720926,-0.011806157853240278,275
497.0,-0.0009882447568628524,0.0016965841763485884,0.01186462868323018,276
498.0,0.0037624417330200505,0.0002909936800854406,0.01634726773134768,277
499.0,0.02257465039812029,0.0017459620805126458,0.0012437950028739591,278
503.0,0.007152445345205543,-0.0005458798799646847,-0.004927063551691695,280
504.0,0.004044238647420539,0.0005309109076720926,-0.021613200997822695,281
505.0,0.002986629452469312,-0.0008680712076195336,-0.014137738931345572,283
507.0,0.013168546065570184,0.0010184778802990438,0.02415452010760718,284
